"id","id_android","speed","time","distance","rating","rating_bus","rating_weather","car_or_bus","linha"
37969,1,16.7788951880074,0.193099722222222,3.24,1,1,1,2,"031 - EDUARDO GOMES DES. MAYNA"
37971,1,4.87144790257104,0.00862166666666667,0.042,3,1,1,2,"031 - EDUARDO GOMES DES. MAYNA"
37972,1,4.87144790257104,0.00862166666666667,0.042,3,1,1,2,"031 - EDUARDO GOMES DES. MAYNA"
37973,1,0.366662786637178,0.0190911111111111,0.007,2,0,0,1,"carro"
37979,1,0.559217096065508,0.05007,0.028,3,1,2,2,"034 - TERM ROD L  BATISTA"
37982,1,4.68039003250271,0.00384583333333333,0.018,3,1,2,2,"034 - TERM ROD L  BATISTA"
37983,1,1.60135225301366,0.00624472222222222,0.01,3,1,2,2,"034 - TERM ROD L  BATISTA"
37989,10,18.7052756317992,0.436935555555556,8.173,1,1,1,2,"702 - AUGUSTO FRANCO BEIRA MAR"
37990,1,1.83416125334352,0.00218083333333333,0.004,3,1,2,2,"020 - PIABETA DIA"
37992,10,13.5582998412167,0.5305975,7.194,2,0,0,1,"carro"
37993,13,0.102032140124139,0.00980083333333333,0.001,3,1,2,2,"031 - EDUARDO GOMES DES. MAYNA"
37995,10,0.177183941021579,0.214466388888889,0.038,3,1,2,2,"001 - A FRANCO BUGIO"
37996,13,25.9576025205289,0.537453333333333,13.951,2,0,0,1,"carro"
37997,13,25.9576025205289,0.537453333333333,13.951,2,0,0,1,"carro"
37998,1,1.4140938015555,0.00353583333333333,0.005,3,0,0,1,"carro"
38000,1,16.685368043088,0.4456,7.435,3,2,2,2,"715 - TIJUQUINHA  DES MAYNARD"
38001,10,10.9412890874282,0.766088888888889,8.382,3,1,2,2,"007 - FERNANDO COLLOR ATALAIA"
38002,12,30.3970446454738,0.804716388888889,24.461,3,0,0,1,"carro"
38003,14,6.75973582327488,0.487888888888889,3.298,2,0,0,1,"carro"
38012,15,25.6549384144076,0.3566175,9.149,2,0,0,1,"carro"
38013,15,17.6544921328944,0.525588611111111,9.279,1,0,0,1,"carro"
38015,10,24.5047380202986,0.198043333333333,4.853,1,2,2,2,"051 - ATALAIA CENTRO"
38016,1,11.5665726177222,0.441358055555556,5.105,1,3,1,2,"031 - EDUARDO GOMES DES. MAYNA"
38017,16,14.6308963601367,0.766733611111111,11.218,2,0,0,1,"carro"
38018,17,0.398475672427697,0.0175669444444444,0.007,3,1,2,2,"061 - M. FREIRE CENTRO"
38019,16,9.07685860763604,0.512401944444444,4.651,2,0,0,1,"carro"
38020,18,25.4513325533673,0.193978055555556,4.937,3,0,0,1,"carro"
38021,18,25.4513325533673,0.193978055555556,4.937,3,0,0,1,"carro"
38022,1,19.3767939170255,0.351399722222222,6.809,1,2,2,2,"031 - EDUARDO GOMES DES. MAYNA"
38024,10,7.13806787802501,0.580829444444444,4.146,3,1,2,2,"051 - ATALAIA CENTRO"
38030,1,1.78318709312199,0.00392555555555556,0.007,3,1,2,2,"031 - EDUARDO GOMES DES. MAYNA"
38031,19,0.172012210205695,0.459269722222222,0.079,3,1,2,2,"020 - PIABETA DIA"
38039,20,1.31161192942279,0.0160108333333333,0.021,3,1,2,2,"002 - FERNANDO COLLOR DIA"
38044,21,23.1993918615228,0.234230277777778,5.434,3,2,2,2,"001 - A FRANCO BUGIO"
38045,21,23.5029280217167,0.159426944444444,3.747,3,1,2,2,"001 - A FRANCO BUGIO"
38064,22,1.4451421176245,0.0927244444444444,0.134,3,2,2,2,"707 - CASTELO BRANCO CENTRO"
38069,23,0.536246276067527,0.0223777777777778,0.012,3,1,2,2,"001 - A FRANCO BUGIO"
38072,24,36.6470717274739,0.200070555555556,7.332,3,0,0,1,"carro"
38073,24,31.3673367669048,0.2558075,8.024,3,0,0,1,"carro"
38074,24,25.5623968267628,0.177526388888889,4.538,3,0,0,1,"carro"
38075,24,38.0281073650115,0.171346944444444,6.516,3,0,0,1,"carro"
38076,24,28.1424373938593,0.226703888888889,6.38,3,0,0,1,"carro"
38077,24,21.8120695151521,0.143773611111111,3.136,3,0,0,1,"carro"
38079,24,23.8285145972787,0.196906944444444,4.692,2,0,0,1,"carro"
38080,24,28.3366193216111,0.110457777777778,3.13,3,0,0,1,"carro"
38081,24,30.051731888125,0.218756111111111,6.574,2,0,0,1,"carro"
38082,24,30.1737883866982,0.255387222222222,7.706,3,0,0,1,"carro"
38084,25,1.15377219409012,0.0130008333333333,0.015,1,3,2,2,"721 - CASTELO BRANCO SUISSA"
38090,26,0.843222985633979,0.00711555555555556,0.006,3,1,2,2,"002 - FERNANDO COLLOR DIA"
38092,27,1.37299771167048,0.0167516666666667,0.023,3,1,2,2,"060 - PADRE PEDRO CAMPUS"
